Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Substance,Significant,What Happened Category
INC2017-103,Release of Substance,07/20/2017,"Rapid City, Manitoba",Manitoba,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Corrosion and Cracking
INC2017-136,Fire,09/09/2017,"Rapid City,  MB",Manitoba,TransCanada PipeLines Limited,Not Applicable,No,External Interference
INC2018-007,Release of Substance,01/19/2018,"Ile des Chenes, MB",Manitoba,TransCanada PipeLines Limited,Natural Gas - Sweet,No,"Corrosion and Cracking, Natural Force Damage"
INC2018-027,Serious Injury (CER or TSB),04/12/2018,Brandon,Manitoba,TransCanada Keystone Pipeline GP Ltd.,Not Applicable,Yes,External Interference
INC2018-077,Operation Beyond Design Limits,07/23/2018,Glenboro,Manitoba,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2018-111,"Release of Substance, Adverse Environmental Effects",09/04/2018,Cromer,Manitoba,Tundra Energy Marketing Limited,Drilling Fluid,Yes,External Interference
INC2018-115,Adverse Environmental Effects,09/11/2018,Oak Lake,Manitoba,Enbridge Pipelines Inc.,Not Applicable,Yes,External Interference
INC2018-127,Serious Injury (CER or TSB),09/25/2018,Morden,Manitoba,Enbridge Pipelines Inc.,Not Applicable,Yes,External Interference
INC2018-141,Serious Injury (CER or TSB),10/09/2018,Manitou,Manitoba,Enbridge Pipelines Inc.,Not Applicable,Yes,Incorrect Operation
INC2018-166,Release of Substance,11/23/2018,brookdale,Manitoba,Plains Midstream Canada ULC,Propane,No,Defect and Deterioration
INC2018-171,Serious Injury (CER or TSB),11/29/2018,Glenboro,Manitoba,Enbridge Pipelines Inc.,Not Applicable,Yes,"External Interference, Incorrect Operation"
INC2018-175,Serious Injury (CER or TSB),12/03/2018,Virden,Manitoba,Enbridge Pipelines Inc.,Not Applicable,Yes,Incorrect Operation
INC2018-176,Serious Injury (CER or TSB),12/04/2018,Cromer,Manitoba,Enbridge Pipelines Inc.,Not Applicable,Yes,"External Interference, Incorrect Operation"
INC2019-006,Serious Injury (CER or TSB),01/11/2019,"Virden, Manitoba",Manitoba,Enbridge Pipelines Inc.,Not Applicable,Yes,Incorrect Operation
INC2019-068,Operation Beyond Design Limits,06/04/2019,Gretna,Manitoba,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2019-098,Release of Substance,09/02/2019,Rapid City,Manitoba,TransCanada Keystone Pipeline GP Ltd.,Crude Oil - Sweet,No,"Corrosion and Cracking, Equipment Failure"
INC2020-095,Operation Beyond Design Limits,09/15/2020,Reynolds,Manitoba,TransCanada PipeLines Limited,Not Applicable,No,Natural Force Damage
INC2020-112,Operation Beyond Design Limits,10/19/2020,Swan Lake,Manitoba,Enbridge Southern Lights GP Inc. on behalf of Enbridge Southern Lights LP,Not Applicable,No,"External Interference, Natural Force Damage"
INC2021-109,Operation Beyond Design Limits,07/22/2021,"Wawanesa, MB",Manitoba,Enbridge Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2021-147,Release of Substance,10/05/2021,McAuley,Manitoba,Minell Pipeline Limited,Natural Gas - Sweet,Yes,"External Interference, Incorrect Operation"
INC2008-058,Adverse Environmental Effects,06/09/2008,Not specified,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Not Applicable,Yes,Equipment Failure
INC2008-091,Serious Injury (CER or TSB),09/16/2008,Pennfield,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Not Applicable,Yes,External Interference
INC2009-067,Release of Substance,07/20/2009,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2009-123,Release of Substance,11/01/2009,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2009-128,Release of Substance,11/18/2009,Sackville,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2009-129,Release of Substance,11/23/2009,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2010-019,Release of Substance,02/12/2010,New River Beach,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2010-059,Release of Substance,06/18/2010,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Natural Gas - Sweet,No,Incorrect Operation
INC2010-084,Release of Substance,08/03/2010,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Natural Gas - Sweet,No,"Defect and Deterioration, Equipment Failure"
INC2010-103,Release of Substance,09/22/2010,Saint George,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2010-131,Release of Substance,11/20/2010,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2010-147,Release of Substance,12/01/2010,Lincoln,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2011-017,Release of Substance,02/04/2011,Lincoln,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2011-018,Release of Substance,02/07/2011,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Other Causes
INC2011-027,Release of Substance,02/18/2011,Lincoln,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2011-089,Release of Substance,06/06/2011,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2011-099,Release of Substance,06/27/2011,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2011-100,Release of Substance,06/27/2011,Lincoln,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2011-101,Release of Substance,06/27/2011,Fredericton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2011-102,Release of Substance,06/27/2011,Gaspereau,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2011-115,Release of Substance,08/04/2011,Fredericton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2011-141,Release of Substance,09/08/2011,Musquash,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2011-142,Release of Substance,09/09/2011,Albrights Corner,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2011-143,Release of Substance,09/09/2011,Noonan,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2011-153,Release of Substance,09/26/2011,Saint George,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2011-186,Release of Substance,12/21/2011,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2012-019,Release of Substance,01/26/2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2012-029,Release of Substance,02/15/2012,Fredericton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2012-045,Release of Substance,03/13/2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2012-051,Release of Substance,04/13/2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2012-056,Release of Substance,05/03/2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2012-060,Release of Substance,05/09/2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,"Defect and Deterioration, Equipment Failure"
INC2012-074,Release of Substance,06/15/2012,Port Elgin,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2012-075,Release of Substance,06/15/2012,Fredericton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2012-092,Release of Substance,07/16/2012,Edmundston,New Brunswick,Twin Rivers Paper Company Inc.,Pulp slurry,No,To be determined
INC2012-099,Release of Substance,08/03/2012,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Natural Gas - Sweet,No,"Defect and Deterioration, Equipment Failure"
INC2012-100,Release of Substance,08/07/2012,Lincoln,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2012-107,Release of Substance,08/20/2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2012-116,Release of Substance,08/29/2012,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2012-121,Release of Substance,09/10/2012,Musquash,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2012-123,Release of Substance,09/17/2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2012-127,Release of Substance,09/21/2012,Flume Ridge,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2012-133,Release of Substance,09/28/2012,Lincoln,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2012-154,Release of Substance,11/08/2012,Lincoln,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2012-156,Release of Substance,11/14/2012,Salisbury,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2012-168,Release of Substance,12/07/2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2013-063,Release of Substance,04/16/2013,Fredericton,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2013-073,Release of Substance,05/07/2013,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2013-077,Release of Substance,05/15/2013,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2013-078,Release of Substance,05/15/2013,Sackville,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2013-079,Release of Substance,05/15/2013,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2013-080,Release of Substance,05/15/2013,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2013-088,Release of Substance,06/10/2013,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2013-089,Release of Substance,06/10/2013,Rollingdam,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2013-094,Release of Substance,06/14/2013,Saint George,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2013-095,Release of Substance,06/14/2013,Saint George,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2013-103,Release of Substance,07/02/2013,Waasis,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2013-111,Release of Substance,07/12/2013,Fredericton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2013-124,Release of Substance,08/20/2013,Not specified,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2013-152,Release of Substance,10/29/2013,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2013-155,Release of Substance,11/16/2013,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2013-169,Release of Substance,12/09/2013,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2014-003,Release of Substance,01/08/2014,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2014-015,Release of Substance,01/16/2014,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2014-024,Release of Substance,02/07/2014,Fredericton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2014-042,Release of Substance,03/13/2014,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2014-055,Release of Substance,04/10/2014,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2014-121,Release of Substance,09/22/2014,Flume Ridge,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Incorrect Operation
INC2014-136,Release of Substance,11/10/2014,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2014-154,Release of Substance,12/23/2014,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Other Causes
INC2015-001,Release of Substance,01/09/2015,St.George,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,External Interference
INC2015-030,Adverse Environmental Effects,03/20/2015,edmundston,New Brunswick,Twin Rivers Paper Company Inc.,Not Applicable,Yes,Equipment Failure
INC2015-050,Release of Substance,05/09/2015,Salisbury,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2015-112,Release of Substance,09/24/2015,"Moncton, NB",New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Odourant,No,Equipment Failure
INC2016-028,Release of Substance,03/24/2016,9000,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2016-067,Release of Substance,07/02/2016,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2016-078,Release of Substance,07/15/2016,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2016-087,Release of Substance,08/06/2016,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2016-088,Release of Substance,08/06/2016,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2016-125,Release of Substance,10/24/2016,Bronson Settlement,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2016-141,Release of Substance,12/06/2016,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2017-009,Release of Substance,01/25/2017,Port Elgin,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2017-018,Release of Substance,02/08/2017,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2017-054,Release of Substance,04/19/2017,Musquash,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2017-080,Release of Substance,06/20/2017,Musquash,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Natural Gas - Sweet,No,Equipment Failure
